Character,Press-Release Pairs
g,"(0.7922999858856201, 0.9403393268585205)","(1.230403184890747, 1.3065662384033203)","(1.4144611358642578, 1.4901621341705322)","(1.9007899761199951, 2.0135791301727295)","(2.908407211303711, 2.9686660766601562)","(3.0872371196746826, 3.171654224395752)","(3.709940195083618, 3.830820083618164)"
h,"(0.9444353580474854, 1.0450282096862793)","(1.7574713230133057, 1.889733076095581)","(2.751852035522461, 2.816066026687622)","(3.229099988937378, 3.3456361293792725)","(3.8629021644592285, 3.9274961948394775)","(4.258383274078369, 4.331411361694336)"
j,"(2.2403461933135986, 2.3447580337524414)","(3.5379650592803955, 3.6386632919311523)","(4.83172607421875, 4.920663118362427)"
f,"(2.442218065261841, 2.5585992336273193)","(3.3995611667633057, 3.507185220718384)","(4.425317287445068, 4.509786128997803)","(4.728414297103882, 4.820239067077637)"
